,node,tag,level,device,measurements,unit,asset
124,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter201_Measure.DC_VoltagePV,Inverter201_Measure.DC_VoltagePV,1,Inverter201,DC_VoltagePV,V,hawt
125,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter201_Measure.Frequency,Inverter201_Measure.Frequency,1,Inverter201,Frequency,Hz,hawt
126,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter201_Measure.PowerFactor,Inverter201_Measure.PowerFactor,1,Inverter201,PowerFactor,%,hawt
127,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter201_Measure.ReactivePower_kVAr,Inverter201_Measure.ReactivePower_kVAr,1,Inverter201,ReactivePower,kVAr,hawt
128,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter201_Measure.Vab,Inverter201_Measure.Vab,1,Inverter201,Vab,kV,hawt
129,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter201_Measure.Vbc,Inverter201_Measure.Vbc,1,Inverter201,Vbc,kV,hawt
130,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter201_Measure.Vca,Inverter201_Measure.Vca,1,Inverter201,Vca,kV,hawt
131,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter201_Measure.Ia,Inverter201_MeasureIa,1,Inverter201,Ia,A,hawt
132,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter201_Measure.Ib,Inverter201_MeasureIa,1,Inverter201,Ib,A,hawt
133,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter201_Measure.Ic,Inverter201_MeasureIa,1,Inverter201,Ic,A,hawt
134,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Measure.ActivePower_kW,Inverter202_Measure.ActivePower_kW,1,Inverter202,ActivePower,kW,hawt
135,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Measure.DC_InputCurrent,Inverter202_Measure.DC_InputCurrent,1,Inverter202,DC_InputCurrent,A,hawt
136,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Measure.DC_InputPower,Inverter202_Measure.DC_InputPower,1,Inverter202,DC_InputPower,kW,hawt
137,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Measure.DC_VoltagePV,Inverter202_Measure.DC_VoltagePV,1,Inverter202,DC_VoltagePV,V,hawt
138,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Measure.Frequency,Inverter202_Measure.Frequency,1,Inverter202,Frequency,Hz,hawt
139,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Measure.PowerFactor,Inverter202_Measure.PowerFactor,1,Inverter202,PowerFactor,%,hawt
140,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Measure.ReactivePower_kVAr,Inverter202_Measure.ReactivePower_kVAr,1,Inverter202,ReactivePower,kVAr,hawt
141,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Measure.Vab,Inverter202_Measure.Vab,1,Inverter202,Vab,kV,hawt
142,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Measure.Vbc,Inverter202_Measure.Vbc,1,Inverter202,Vbc,kV,hawt
143,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Measure.Vca,Inverter202_Measure.Vca,1,Inverter202,Vca,kV,hawt
144,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Measure.Ia,Inverter202_MeasureIa,1,Inverter202,Ia,A,hawt
145,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Measure.Ib,Inverter202_MeasureIa,1,Inverter202,Ib,A,hawt
146,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Measure.Ic,Inverter202_MeasureIa,1,Inverter202,Ic,A,hawt
147,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Measure.ActivePower_kW,Inverter203_Measure.ActivePower_kW,1,Inverter203,ActivePower,kW,hawt
148,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Measure.DC_InputCurrent,Inverter203_Measure.DC_InputCurrent,1,Inverter203,DC_InputCurrent,A,hawt
149,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Measure.DC_InputPower,Inverter203_Measure.DC_InputPower,1,Inverter203,DC_InputPower,kW,hawt
150,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Measure.DC_VoltagePV,Inverter203_Measure.DC_VoltagePV,1,Inverter203,DC_VoltagePV,V,hawt
151,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Measure.Frequency,Inverter203_Measure.Frequency,1,Inverter203,Frequency,Hz,hawt
152,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Measure.PowerFactor,Inverter203_Measure.PowerFactor,1,Inverter203,PowerFactor,%,hawt
153,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Measure.ReactivePower_kVAr,Inverter203_Measure.ReactivePower_kVAr,1,Inverter203,ReactivePower,kVAr,hawt
154,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Measure.Vab,Inverter203_Measure.Vab,1,Inverter203,Vab,kV,hawt
155,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Measure.Vbc,Inverter203_Measure.Vbc,1,Inverter203,Vbc,kV,hawt
156,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Measure.Vca,Inverter203_Measure.Vca,1,Inverter203,Vca,kV,hawt
157,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Measure.Ia,Inverter203_MeasureIa,1,Inverter203,Ia,A,hawt
158,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Measure.Ib,Inverter203_MeasureIa,1,Inverter203,Ib,A,hawt
159,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Measure.Ic,Inverter203_MeasureIa,1,Inverter203,Ic,A,hawt
160,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Measure.ActivePower_kW,Inverter204_Measure.ActivePower_kW,1,Inverter204,ActivePower,kW,hawt
161,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Measure.DC_InputCurrent,Inverter204_Measure.DC_InputCurrent,1,Inverter204,DC_InputCurrent,A,hawt
162,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Measure.DC_InputPower,Inverter204_Measure.DC_InputPower,1,Inverter204,DC_InputPower,kW,hawt
163,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Measure.DC_VoltagePV,Inverter204_Measure.DC_VoltagePV,1,Inverter204,DC_VoltagePV,V,hawt
164,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Measure.Frequency,Inverter204_Measure.Frequency,1,Inverter204,Frequency,Hz,hawt
165,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Measure.PowerFactor,Inverter204_Measure.PowerFactor,1,Inverter204,PowerFactor,%,hawt
166,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Measure.ReactivePower_kVAr,Inverter204_Measure.ReactivePower_kVAr,1,Inverter204,ReactivePower,kVAr,hawt
167,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Measure.Vab,Inverter204_Measure.Vab,1,Inverter204,Vab,kV,hawt
168,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Measure.Vbc,Inverter204_Measure.Vbc,1,Inverter204,Vbc,kV,hawt
169,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Measure.Vca,Inverter204_Measure.Vca,1,Inverter204,Vca,kV,hawt
170,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Measure.Ia,Inverter204_MeasureIa,1,Inverter204,Ia,A,hawt
171,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Measure.Ib,Inverter204_MeasureIa,1,Inverter204,Ib,A,hawt
172,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Measure.Ic,Inverter204_MeasureIa,1,Inverter204,Ic,A,hawt
173,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Measure.ActivePower_kW,Inverter205_Measure.ActivePower_kW,1,Inverter205,ActivePower,kW,hawt
174,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Measure.DC_InputCurrent,Inverter205_Measure.DC_InputCurrent,1,Inverter205,DC_InputCurrent,A,hawt
175,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Measure.DC_InputPower,Inverter205_Measure.DC_InputPower,1,Inverter205,DC_InputPower,kW,hawt
176,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Measure.DC_VoltagePV,Inverter205_Measure.DC_VoltagePV,1,Inverter205,DC_VoltagePV,V,hawt
177,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Measure.Frequency,Inverter205_Measure.Frequency,1,Inverter205,Frequency,Hz,hawt
178,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Measure.PowerFactor,Inverter205_Measure.PowerFactor,1,Inverter205,PowerFactor,%,hawt
179,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Measure.ReactivePower_kVAr,Inverter205_Measure.ReactivePower_kVAr,1,Inverter205,ReactivePower,kVAr,hawt
180,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Measure.Vab,Inverter205_Measure.Vab,1,Inverter205,Vab,kV,hawt
181,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Measure.Vbc,Inverter205_Measure.Vbc,1,Inverter205,Vbc,kV,hawt
182,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Measure.Vca,Inverter205_Measure.Vca,1,Inverter205,Vca,kV,hawt
183,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Measure.Ia,Inverter205_MeasureIa,1,Inverter205,Ia,A,hawt
184,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Measure.Ib,Inverter205_MeasureIa,1,Inverter205,Ib,A,hawt
185,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Measure.Ic,Inverter205_MeasureIa,1,Inverter205,Ic,A,hawt
186,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Measure.ActivePower_kW,Inverter206_Measure.ActivePower_kW,1,Inverter206,ActivePower,kW,hawt
187,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Measure.DC_InputCurrent,Inverter206_Measure.DC_InputCurrent,1,Inverter206,DC_InputCurrent,A,hawt
188,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Measure.DC_InputPower,Inverter206_Measure.DC_InputPower,1,Inverter206,DC_InputPower,kW,hawt
189,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Measure.DC_VoltagePV,Inverter206_Measure.DC_VoltagePV,1,Inverter206,DC_VoltagePV,V,hawt
190,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Measure.Frequency,Inverter206_Measure.Frequency,1,Inverter206,Frequency,Hz,hawt
191,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Measure.PowerFactor,Inverter206_Measure.PowerFactor,1,Inverter206,PowerFactor,%,hawt
192,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Measure.ReactivePower_kVAr,Inverter206_Measure.ReactivePower_kVAr,1,Inverter206,ReactivePower,kVAr,hawt
193,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Measure.Vab,Inverter206_Measure.Vab,1,Inverter206,Vab,kV,hawt
194,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Measure.Vbc,Inverter206_Measure.Vbc,1,Inverter206,Vbc,kV,hawt
195,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Measure.Vca,Inverter206_Measure.Vca,1,Inverter206,Vca,kV,hawt
196,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Measure.Ia,Inverter206_MeasureIa,1,Inverter206,Ia,A,hawt
197,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Measure.Ib,Inverter206_MeasureIa,1,Inverter206,Ib,A,hawt
198,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Measure.Ic,Inverter206_MeasureIa,1,Inverter206,Ic,A,hawt
199,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Measure.ActivePower_kW,Inverter207_Measure.ActivePower_kW,1,Inverter207,ActivePower,kW,hawt
200,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Measure.DC_InputCurrent,Inverter207_Measure.DC_InputCurrent,1,Inverter207,DC_InputCurrent,A,hawt
201,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Measure.DC_InputPower,Inverter207_Measure.DC_InputPower,1,Inverter207,DC_InputPower,kW,hawt
202,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Measure.DC_VoltagePV,Inverter207_Measure.DC_VoltagePV,1,Inverter207,DC_VoltagePV,V,hawt
203,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Measure.Frequency,Inverter207_Measure.Frequency,1,Inverter207,Frequency,Hz,hawt
204,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Measure.PowerFactor,Inverter207_Measure.PowerFactor,1,Inverter207,PowerFactor,%,hawt
205,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Measure.ReactivePower_kVAr,Inverter207_Measure.ReactivePower_kVAr,1,Inverter207,ReactivePower,kVAr,hawt
206,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Measure.Vab,Inverter207_Measure.Vab,1,Inverter207,Vab,kV,hawt
207,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Measure.Vbc,Inverter207_Measure.Vbc,1,Inverter207,Vbc,kV,hawt
208,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Measure.Vca,Inverter207_Measure.Vca,1,Inverter207,Vca,kV,hawt
209,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Measure.Ia,Inverter207_MeasureIa,1,Inverter207,Ia,A,hawt
210,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Measure.Ib,Inverter207_MeasureIa,1,Inverter207,Ib,A,hawt
211,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Measure.Ic,Inverter207_MeasureIa,1,Inverter207,Ic,A,hawt
212,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter201_Status.CurrentStatusCode,Inverter201_Status.CurrentStatusCode,1,Inverter201,CurrentStatusCode,n/a,hawt
213,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter201_Status.FaultCode,Inverter201_Status.FaultCode,1,Inverter201,FaultCode,n/a,hawt
214,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Status.CurrentStatusCode,Inverter202_Status.CurrentStatusCode,1,Inverter202,CurrentStatusCode,n/a,hawt
215,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter202_Status.FaultCode,Inverter202_Status.FaultCode,1,Inverter202,FaultCode,n/a,hawt
216,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Status.CurrentStatusCode,Inverter203_Status.CurrentStatusCode,1,Inverter203,CurrentStatusCode,n/a,hawt
217,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter203_Status.FaultCode,Inverter203_Status.FaultCode,1,Inverter203,FaultCode,n/a,hawt
218,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Status.CurrentStatusCode,Inverter204_Status.CurrentStatusCode,1,Inverter204,CurrentStatusCode,n/a,hawt
219,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter204_Status.FaultCode,Inverter204_Status.FaultCode,1,Inverter204,FaultCode,n/a,hawt
220,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Status.CurrentStatusCode,Inverter205_Status.CurrentStatusCode,1,Inverter205,CurrentStatusCode,n/a,hawt
221,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter205_Status.FaultCode,Inverter205_Status.FaultCode,1,Inverter205,FaultCode,n/a,hawt
222,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Status.CurrentStatusCode,Inverter206_Status.CurrentStatusCode,1,Inverter206,CurrentStatusCode,n/a,hawt
223,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter206_Status.FaultCode,Inverter206_Status.FaultCode,1,Inverter206,FaultCode,n/a,hawt
224,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Status.CurrentStatusCode,Inverter207_Status.CurrentStatusCode,1,Inverter207,CurrentStatusCode,n/a,hawt
225,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter207_Status.FaultCode,Inverter207_Status.FaultCode,1,Inverter207,FaultCode,n/a,hawt
226,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter301_Measure.ActivePower_kW,Inverter301_Measure.ActivePower_kW,1,Inverter301,ActivePower,kW,hawt
227,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter301_Measure.DC_InputCurrent,Inverter301_Measure.DC_InputCurrent,1,Inverter301,DC_InputCurrent,A,hawt
228,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter301_Measure.DC_InputPower,Inverter301_Measure.DC_InputPower,1,Inverter301,DC_InputPower,kW,hawt
229,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter301_Measure.DC_VoltagePV,Inverter301_Measure.DC_VoltagePV,1,Inverter301,DC_VoltagePV,V,hawt
230,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter301_Measure.Frequency,Inverter301_Measure.Frequency,1,Inverter301,Frequency,Hz,hawt
231,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter301_Measure.PowerFactor,Inverter301_Measure.PowerFactor,1,Inverter301,PowerFactor,%,hawt
232,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter301_Measure.ReactivePower_kVAr,Inverter301_Measure.ReactivePower_kVAr,1,Inverter301,ReactivePower,kVAr,hawt
233,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter301_Measure.Vab,Inverter301_Measure.Vab,1,Inverter301,Vab,kV,hawt
234,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter301_Measure.Vbc,Inverter301_Measure.Vbc,1,Inverter301,Vbc,kV,hawt
235,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter301_Measure.Vca,Inverter301_Measure.Vca,1,Inverter301,Vca,kV,hawt
236,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter301_Measure.Ia,Inverter301_MeasureIa,1,Inverter301,Ia,A,hawt
237,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter301_Measure.Ib,Inverter301_MeasureIa,1,Inverter301,Ib,A,hawt
238,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter301_Measure.Ic,Inverter301_MeasureIa,1,Inverter301,Ic,A,hawt
239,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter302_Measure.ActivePower_kW,Inverter302_Measure.ActivePower_kW,1,Inverter302,ActivePower,kW,hawt
240,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter302_Measure.DC_InputCurrent,Inverter302_Measure.DC_InputCurrent,1,Inverter302,DC_InputCurrent,A,hawt
241,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter302_Measure.DC_InputPower,Inverter302_Measure.DC_InputPower,1,Inverter302,DC_InputPower,kW,hawt
242,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter302_Measure.DC_VoltagePV,Inverter302_Measure.DC_VoltagePV,1,Inverter302,DC_VoltagePV,V,hawt
243,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter302_Measure.Frequency,Inverter302_Measure.Frequency,1,Inverter302,Frequency,Hz,hawt
244,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter302_Measure.PowerFactor,Inverter302_Measure.PowerFactor,1,Inverter302,PowerFactor,%,hawt
